序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
2269,002178,延华智能,营业收入,"预计2025年1-6月营业收入:20,000万元至30,000万元。",250000000.0,-14.58,"2025年上半年实现扭亏为盈,主要是上半年公司的原控股子公司成都医星科技有限公司通过增资扩股引入投资者,公司对所持相关股权按其丧失控制权日的公允价值进行重新计量,并采用权益法进行后续计量,此事项属于非经常性损益,预计对公司上半年税后净利润产生约1,250万元的正向影响,该事项已于2025年3月21日在巨潮资讯网披露,具体可详见《关于控股子公司成都医星科技有限公司增资扩股引入投资者的公告》(公告编号:2025-018)。",续盈,292672600.0,2025-07-15
2270,002178,延华智能,扣除后营业收入,"预计2025年1-6月扣除后营业收入:19,500万元至29,500万元。",245000000.0,,"2025年上半年实现扭亏为盈,主要是上半年公司的原控股子公司成都医星科技有限公司通过增资扩股引入投资者,公司对所持相关股权按其丧失控制权日的公允价值进行重新计量,并采用权益法进行后续计量,此事项属于非经常性损益,预计对公司上半年税后净利润产生约1,250万元的正向影响,该事项已于2025年3月21日在巨潮资讯网披露,具体可详见《关于控股子公司成都医星科技有限公司增资扩股引入投资者的公告》(公告编号:2025-018)。",续盈,289030400.0,2025-07-15
2271,002178,延华智能,每股收益,预计2025年1-6月每股收益盈利:0.0049元至0.0074元。,0.00615,,"2025年上半年实现扭亏为盈,主要是上半年公司的原控股子公司成都医星科技有限公司通过增资扩股引入投资者,公司对所持相关股权按其丧失控制权日的公允价值进行重新计量,并采用权益法进行后续计量,此事项属于非经常性损益,预计对公司上半年税后净利润产生约1,250万元的正向影响,该事项已于2025年3月21日在巨潮资讯网披露,具体可详见《关于控股子公司成都医星科技有限公司增资扩股引入投资者的公告》(公告编号:2025-018)。",扭亏,-0.0174,2025-07-15
2272,002178,延华智能,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:750万元至1,000万元。",-8750000.0,53.1,"2025年上半年实现扭亏为盈,主要是上半年公司的原控股子公司成都医星科技有限公司通过增资扩股引入投资者,公司对所持相关股权按其丧失控制权日的公允价值进行重新计量,并采用权益法进行后续计量,此事项属于非经常性损益,预计对公司上半年税后净利润产生约1,250万元的正向影响,该事项已于2025年3月21日在巨潮资讯网披露,具体可详见《关于控股子公司成都医星科技有限公司增资扩股引入投资者的公告》(公告编号:2025-018)。",减亏,-18655100.0,2025-07-15
2273,002176,江特电机,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润亏损:9,500万元至12,500万元。",-110000000.0,-71.7,"1、报告期内,公司进一步加大了电机板块的研发和投入,有力地增强了电机产品的竞争优势,电机板块实现了稳步增长;2、报告期内,受市场供求关系影响,碳酸锂价格持续下跌,导致锂盐板块亏损。",增亏,-64065600.0,2025-07-15
2274,002176,江特电机,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:13,500万元至16,500万元。",-150000000.0,-3.49,"1、报告期内,公司进一步加大了电机板块的研发和投入,有力地增强了电机产品的竞争优势,电机板块实现了稳步增长;2、报告期内,受市场供求关系影响,碳酸锂价格持续下跌,导致锂盐板块亏损。",续亏,-144938200.0,2025-07-15
2275,002176,江特电机,每股收益,预计2025年1-6月每股收益亏损:0.06元至0.07元。,-0.065,,"1、报告期内,公司进一步加大了电机板块的研发和投入,有力地增强了电机产品的竞争优势,电机板块实现了稳步增长;2、报告期内,受市场供求关系影响,碳酸锂价格持续下跌,导致锂盐板块亏损。",增亏,-0.04,2025-07-15
2276,002174,游族网络,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:4,000万元至6,000万元,同比上年增长:768.75%至1203.13%。",50000000.0,985.94,"(一)报告期内,公司坚持推动“全球化卡牌+”战略,通过丰富的线上线下运营活动充分挖掘在营游戏的长期价值。游戏与非遗文化及经典IP联动延长生命周期并持续提升用户活跃度及游戏体验。同时,“少年”系列IP最新续作《少年三国志3》也已开启群英测试,并在核心战斗和玩法上进行创新,打破传统数值卡牌框架,真正实现“全球化卡牌+”理念。此外,公司坚持“文化+科技”双轮驱动,积极探索AI技术等前沿科技与游戏的深度融合。后续,公司将积极推进多款储备游戏上线,期待为玩家提供更好的游戏体验。(二)报告期内,公司积极推进以“少年”系列为代表的自研卡牌手游《少年三国志》《少年三国志2》《少年西游记》以及SLG玩法的自研游戏《Game of Thrones:Winter is Coming》PC版(《权力的游戏:凛冬将至》页游)、《Infinity Kingdom》手游(《战火与永恒》)等游戏的长线运营,为玩家带来更好的游戏体验。公司长线游戏运营稳健,报告期内持续贡献稳定流水。(三)报告期内,公司通过精细化成本费用管控,期间费用实现同比下降。产品推广注重精准投放,报告期内的广告宣传费同比减少;公司组织效能提升,在保障运营效率的同时合理降低了运营成本。(四)报告期内,公司非经常性收益金额约为2,500-5,000万元,主要由以公允价值计量的金融资产的公允价值变动损益、取得的基金分红等构成。上年同期公司非经常性损失为902.34万元。非经常性损益同比上升,主要是本报告期公司持有的金融资产公允价值变动所致。",预增,4604300.0,2025-07-15
2277,002174,游族网络,每股收益,预计2025年1-6月每股收益盈利:0.04元至0.07元。,0.055,,"(一)报告期内,公司坚持推动“全球化卡牌+”战略,通过丰富的线上线下运营活动充分挖掘在营游戏的长期价值。游戏与非遗文化及经典IP联动延长生命周期并持续提升用户活跃度及游戏体验。同时,“少年”系列IP最新续作《少年三国志3》也已开启群英测试,并在核心战斗和玩法上进行创新,打破传统数值卡牌框架,真正实现“全球化卡牌+”理念。此外,公司坚持“文化+科技”双轮驱动,积极探索AI技术等前沿科技与游戏的深度融合。后续,公司将积极推进多款储备游戏上线,期待为玩家提供更好的游戏体验。(二)报告期内,公司积极推进以“少年”系列为代表的自研卡牌手游《少年三国志》《少年三国志2》《少年西游记》以及SLG玩法的自研游戏《Game of Thrones:Winter is Coming》PC版(《权力的游戏:凛冬将至》页游)、《Infinity Kingdom》手游(《战火与永恒》)等游戏的长线运营,为玩家带来更好的游戏体验。公司长线游戏运营稳健,报告期内持续贡献稳定流水。(三)报告期内,公司通过精细化成本费用管控,期间费用实现同比下降。产品推广注重精准投放,报告期内的广告宣传费同比减少;公司组织效能提升,在保障运营效率的同时合理降低了运营成本。(四)报告期内,公司非经常性收益金额约为2,500-5,000万元,主要由以公允价值计量的金融资产的公允价值变动损益、取得的基金分红等构成。上年同期公司非经常性损失为902.34万元。非经常性损益同比上升,主要是本报告期公司持有的金融资产公允价值变动所致。",预增,0.0052,2025-07-15
2278,002174,游族网络,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:1,000万元至1,500万元,同比上年变动:-26.62%至10.07%。",12500000.0,-8.275,"(一)报告期内,公司坚持推动“全球化卡牌+”战略,通过丰富的线上线下运营活动充分挖掘在营游戏的长期价值。游戏与非遗文化及经典IP联动延长生命周期并持续提升用户活跃度及游戏体验。同时,“少年”系列IP最新续作《少年三国志3》也已开启群英测试,并在核心战斗和玩法上进行创新,打破传统数值卡牌框架,真正实现“全球化卡牌+”理念。此外,公司坚持“文化+科技”双轮驱动,积极探索AI技术等前沿科技与游戏的深度融合。后续,公司将积极推进多款储备游戏上线,期待为玩家提供更好的游戏体验。(二)报告期内,公司积极推进以“少年”系列为代表的自研卡牌手游《少年三国志》《少年三国志2》《少年西游记》以及SLG玩法的自研游戏《Game of Thrones:Winter is Coming》PC版(《权力的游戏:凛冬将至》页游)、《Infinity Kingdom》手游(《战火与永恒》)等游戏的长线运营,为玩家带来更好的游戏体验。公司长线游戏运营稳健,报告期内持续贡献稳定流水。(三)报告期内,公司通过精细化成本费用管控,期间费用实现同比下降。产品推广注重精准投放,报告期内的广告宣传费同比减少;公司组织效能提升,在保障运营效率的同时合理降低了运营成本。(四)报告期内,公司非经常性收益金额约为2,500-5,000万元,主要由以公允价值计量的金融资产的公允价值变动损益、取得的基金分红等构成。上年同期公司非经常性损失为902.34万元。非经常性损益同比上升,主要是本报告期公司持有的金融资产公允价值变动所致。",续盈,13627700.0,2025-07-15
2279,002173,创新医疗,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:1,150万元至1,450万元。",-13000000.0,21.72,"本报告期得益于医保回款同比增长引起信用减值损失同比下降等原因,公司亏损同比有所收窄。",减亏,-16607200.0,2025-07-15
2280,002173,创新医疗,每股收益,预计2025年1-6月每股收益亏损:0.02元至0.03元。,-0.025,,"本报告期得益于医保回款同比增长引起信用减值损失同比下降等原因,公司亏损同比有所收窄。",减亏,-0.04,2025-07-15
2281,002173,创新医疗,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润亏损:1,000万元至1,300万元。",-11500000.0,28.26,"本报告期得益于医保回款同比增长引起信用减值损失同比下降等原因,公司亏损同比有所收窄。",减亏,-16029600.0,2025-07-15
2282,002170,芭田股份,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:44,900万元至51,900万元,同比上年增长:203.2%至250.47%。",484000000.0,226.835,"2025年半年度磷矿石及其加工的产品销售收入大幅增长,且肥料产品销售同比增长较多。",预增,148088500.0,2025-07-15
2283,002170,芭田股份,每股收益,预计2025年1-6月每股收益盈利:0.467元至0.5396元。,0.5033,,"2025年半年度磷矿石及其加工的产品销售收入大幅增长,且肥料产品销售同比增长较多。",预增,0.1688,2025-07-15
2284,002170,芭田股份,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:45,000万元至52,000万元,同比上年增长:199.6%至246.2%。",485000000.0,222.9,"2025年半年度磷矿石及其加工的产品销售收入大幅增长,且肥料产品销售同比增长较多。",预增,150200300.0,2025-07-15
2285,002168,ST惠程,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润亏损:2,600万元至4,000万元。",-33000000.0,52.44,"2025年半年度公司实现的归属于上市公司股东的净利润与上年同期相比,亏损收窄,主要原因如下:(一)2025年半年度营业收入总体较上年同期稳中向好2025年1月,公司完成跨行业的资产并购,将业务拓展至生物医药领域。报告期内,公司生物医药板块运行良好,对公司半年度的经营业绩起到积极作用。(二)推行精细化管理,持续实施降本增效措施报告期内,公司在聚焦主营业务的同时,推行精细化管理,通过优化内部管理流程,实施控本降费、提质增效措施,从总体上降低管理成本。2025年度,公司将继续围绕经营战略目标,尽最大努力做好经营管理工作,加大市场开拓力度,持续开展降本增效措施,提升公司经营业绩和盈利能力。",减亏,-69385500.0,2025-07-15
2286,002168,ST惠程,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:2,000万元至3,400万元。",-27000000.0,60.025,"2025年半年度公司实现的归属于上市公司股东的净利润与上年同期相比,亏损收窄,主要原因如下:(一)2025年半年度营业收入总体较上年同期稳中向好2025年1月,公司完成跨行业的资产并购,将业务拓展至生物医药领域。报告期内,公司生物医药板块运行良好,对公司半年度的经营业绩起到积极作用。(二)推行精细化管理,持续实施降本增效措施报告期内,公司在聚焦主营业务的同时,推行精细化管理,通过优化内部管理流程,实施控本降费、提质增效措施,从总体上降低管理成本。2025年度,公司将继续围绕经营战略目标,尽最大努力做好经营管理工作,加大市场开拓力度,持续开展降本增效措施,提升公司经营业绩和盈利能力。",减亏,-67542500.0,2025-07-15
2287,002168,ST惠程,每股收益,预计2025年1-6月每股收益亏损:0.0332元至0.051元。,-0.0421,,"2025年半年度公司实现的归属于上市公司股东的净利润与上年同期相比,亏损收窄,主要原因如下:(一)2025年半年度营业收入总体较上年同期稳中向好2025年1月,公司完成跨行业的资产并购,将业务拓展至生物医药领域。报告期内,公司生物医药板块运行良好,对公司半年度的经营业绩起到积极作用。(二)推行精细化管理,持续实施降本增效措施报告期内,公司在聚焦主营业务的同时,推行精细化管理,通过优化内部管理流程,实施控本降费、提质增效措施,从总体上降低管理成本。2025年度,公司将继续围绕经营战略目标,尽最大努力做好经营管理工作,加大市场开拓力度,持续开展降本增效措施,提升公司经营业绩和盈利能力。",减亏,-0.0885,2025-07-15
2288,002167,东方锆业,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:2,500万元至3,400万元,同比上年增长:141.77%至156.8%。",29500000.0,149.285,"报告期内公司实现扭亏为盈,主要原因在于:1、公司于去年11月完成矿砂开采子公司的剥离,消除了该业务上年同期造成的大额亏损影响。2、剥离后,公司资金状况与资产结构得到较大优化,资产负债率降至30%以下。同时,叠加汇率波动的积极影响,公司报告期内财务费用大幅下降。3、本报告期锆价持续下行,行业处于周期性调整阶段,公司通过持续推动降本增效,提升了管理效率和生产效率,实现小幅盈利。",扭亏,-59856100.0,2025-07-15
2289,002167,东方锆业,每股收益,预计2025年1-6月每股收益盈利:0.03元至0.04元。,0.035,,"报告期内公司实现扭亏为盈,主要原因在于:1、公司于去年11月完成矿砂开采子公司的剥离,消除了该业务上年同期造成的大额亏损影响。2、剥离后,公司资金状况与资产结构得到较大优化,资产负债率降至30%以下。同时,叠加汇率波动的积极影响,公司报告期内财务费用大幅下降。3、本报告期锆价持续下行,行业处于周期性调整阶段,公司通过持续推动降本增效,提升了管理效率和生产效率,实现小幅盈利。",扭亏,-0.08,2025-07-15
2290,002167,东方锆业,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:2,488万元至3,388万元,同比上年增长:138.82%至152.86%。",29380000.0,145.84,"报告期内公司实现扭亏为盈,主要原因在于:1、公司于去年11月完成矿砂开采子公司的剥离,消除了该业务上年同期造成的大额亏损影响。2、剥离后,公司资金状况与资产结构得到较大优化,资产负债率降至30%以下。同时,叠加汇率波动的积极影响,公司报告期内财务费用大幅下降。3、本报告期锆价持续下行,行业处于周期性调整阶段,公司通过持续推动降本增效,提升了管理效率和生产效率,实现小幅盈利。",扭亏,-64096400.0,2025-07-15
2291,002163,海南发展,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润亏损:16,500万元至21,400万元。",-189500000.0,-341.03,"一是本期公司稳健推进业务开展,幕墙工程业务收入有所增长;同时,持续落实降本增效,强化应收清收管理,经营利润有所增加。二是2024年下半年以来,光伏玻璃市场供需关系失衡,光伏玻璃价格下滑明显,产业链承压,公司光伏玻璃业务毛利率同比下降。三是公司结合光伏玻璃、房地产市场等内外部环境变化及相关子公司或资产组的盈利预期下降等综合因素考虑,根据《企业会计准则第8号-资产减值》及相关会计政策规定对相关资产进行期末减值测试,初步判断可能存在进一步减值迹象。本着谨慎性原则,公司对存在减值迹象的资产补计提减值准备。最终减值金额将由公司聘请的评估机构进行评估后确定。",增亏,-42967900.0,2025-07-15
2292,002163,海南发展,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:17,000万元至22,000万元。",-195000000.0,-309.87,"一是本期公司稳健推进业务开展,幕墙工程业务收入有所增长;同时,持续落实降本增效,强化应收清收管理,经营利润有所增加。二是2024年下半年以来,光伏玻璃市场供需关系失衡,光伏玻璃价格下滑明显,产业链承压,公司光伏玻璃业务毛利率同比下降。三是公司结合光伏玻璃、房地产市场等内外部环境变化及相关子公司或资产组的盈利预期下降等综合因素考虑,根据《企业会计准则第8号-资产减值》及相关会计政策规定对相关资产进行期末减值测试,初步判断可能存在进一步减值迹象。本着谨慎性原则,公司对存在减值迹象的资产补计提减值准备。最终减值金额将由公司聘请的评估机构进行评估后确定。",增亏,-47575800.0,2025-07-15
2293,002163,海南发展,每股收益,预计2025年1-6月每股收益亏损:0.2元至0.25元。,-0.225,,"一是本期公司稳健推进业务开展,幕墙工程业务收入有所增长;同时,持续落实降本增效,强化应收清收管理,经营利润有所增加。二是2024年下半年以来,光伏玻璃市场供需关系失衡,光伏玻璃价格下滑明显,产业链承压,公司光伏玻璃业务毛利率同比下降。三是公司结合光伏玻璃、房地产市场等内外部环境变化及相关子公司或资产组的盈利预期下降等综合因素考虑,根据《企业会计准则第8号-资产减值》及相关会计政策规定对相关资产进行期末减值测试,初步判断可能存在进一步减值迹象。本着谨慎性原则,公司对存在减值迹象的资产补计提减值准备。最终减值金额将由公司聘请的评估机构进行评估后确定。",增亏,-0.05,2025-07-15
2294,002161,远望谷,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:6,000万元至8,500万元,同比上年增长:35.06%至91.34%。",72500000.0,63.2,"本报告期,公司业绩较上年同期扭亏为盈的主要原因如下:1、公司紧密围绕发展战略和经营管理目标开展各项工作,积极推进主营业2025年半年度业绩预告务板块业务发展,营业收入同比实现增长,盈利能力得到提升。2、预计非经常性损益对公司净利润的影响额约为6,000万元,主要是金融资产公允价值变动损益及处置收益等。",预增,44423400.0,2025-07-15
2295,002161,远望谷,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:950万元至1,400万元,同比上年增长:147.57%至170.11%。",11750000.0,158.84,"本报告期,公司业绩较上年同期扭亏为盈的主要原因如下:1、公司紧密围绕发展战略和经营管理目标开展各项工作,积极推进主营业2025年半年度业绩预告务板块业务发展,营业收入同比实现增长,盈利能力得到提升。2、预计非经常性损益对公司净利润的影响额约为6,000万元,主要是金融资产公允价值变动损益及处置收益等。",扭亏,-19969600.0,2025-07-15
2296,002161,远望谷,每股收益,预计2025年1-6月每股收益盈利:0.0811元至0.1149元。,0.098,,"本报告期,公司业绩较上年同期扭亏为盈的主要原因如下:1、公司紧密围绕发展战略和经营管理目标开展各项工作,积极推进主营业2025年半年度业绩预告务板块业务发展,营业收入同比实现增长,盈利能力得到提升。2、预计非经常性损益对公司净利润的影响额约为6,000万元,主要是金融资产公允价值变动损益及处置收益等。",预增,0.0601,2025-07-15
2297,002151,北斗星通,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:100万元至150万元,同比上年增长:102.27%至103.41%。",1250000.0,102.84,"本报告期,公司聚焦智能位置数字底座和陶瓷元器件主业,抢抓市场机遇,收入增长使得归母净利润实现大幅度增长,主要影响因素如下:1.受益于割草机、智驾等新兴领域的需求快速增长,公司的芯片模组和天线收入实现快速增长。2.为快速突破行业壁垒,补齐车载天线短板,公司报告期内收购了深圳天丽,增加了收入。",扭亏,-43965600.0,2025-07-15
2298,002151,北斗星通,每股收益,预计2025年1-6月每股收益盈利:0元至0.01元。,0.005,,"本报告期,公司聚焦智能位置数字底座和陶瓷元器件主业,抢抓市场机遇,收入增长使得归母净利润实现大幅度增长,主要影响因素如下:1.受益于割草机、智驾等新兴领域的需求快速增长,公司的芯片模组和天线收入实现快速增长。2.为快速突破行业壁垒,补齐车载天线短板,公司报告期内收购了深圳天丽,增加了收入。",扭亏,-0.08,2025-07-15
2299,002151,北斗星通,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:3,000万元至4,000万元,同比上年增长:52.58%至64.44%。",-35000000.0,58.51,"本报告期,公司聚焦智能位置数字底座和陶瓷元器件主业,抢抓市场机遇,收入增长使得归母净利润实现大幅度增长,主要影响因素如下:1.受益于割草机、智驾等新兴领域的需求快速增长,公司的芯片模组和天线收入实现快速增长。2.为快速突破行业壁垒,补齐车载天线短板,公司报告期内收购了深圳天丽,增加了收入。",减亏,-84353300.0,2025-07-15
2300,002146,荣盛发展,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:210,000万元至310,000万元。",-2600000000.0,-5311.245,"公司2025年半年度归属于上市公司股东的净利润较上年度降低,主要是2025年半年度收入减少同时结转的开发项目利润率下降所致。",增亏,-48048100.0,2025-07-15
2301,002146,荣盛发展,每股收益,预计2025年1-6月每股收益亏损:0.51元至0.76元。,-0.635,,"公司2025年半年度归属于上市公司股东的净利润较上年度降低,主要是2025年半年度收入减少同时结转的开发项目利润率下降所致。",增亏,-0.07,2025-07-15
2302,002146,荣盛发展,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润亏损:220,000万元至330,000万元。",-2750000000.0,-768.625,"公司2025年半年度归属于上市公司股东的净利润较上年度降低,主要是2025年半年度收入减少同时结转的开发项目利润率下降所致。",增亏,-316591100.0,2025-07-15
2303,002141,贤丰控股,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:3,400万元至4,200万元,同比上年增长:524.58%至671.53%。",38000000.0,598.055,"本期归属于上市公司股东的净利润较上年同期盈利增加主要系本期处置厂房确认非经常性收益约4,400万元所致。本期扣除非经常性损益后的净利润较上年同期亏损减少主要系本期公司采取降本增效相关措施导致整体管理费用、子公司运营费用均有所下降所致。",预增,5443700.0,2025-07-15
2304,002141,贤丰控股,每股收益,预计2025年1-6月每股收益盈利:0.0329元至0.0408元。,0.03685,,"本期归属于上市公司股东的净利润较上年同期盈利增加主要系本期处置厂房确认非经常性收益约4,400万元所致。本期扣除非经常性损益后的净利润较上年同期亏损减少主要系本期公司采取降本增效相关措施导致整体管理费用、子公司运营费用均有所下降所致。",预增,0.0048,2025-07-15
2305,002141,贤丰控股,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:700万元至900万元,同比上年增长:41.57%至54.55%。",-8000000.0,48.06,"本期归属于上市公司股东的净利润较上年同期盈利增加主要系本期处置厂房确认非经常性收益约4,400万元所致。本期扣除非经常性损益后的净利润较上年同期亏损减少主要系本期公司采取降本增效相关措施导致整体管理费用、子公司运营费用均有所下降所致。",减亏,-15403200.0,2025-07-15
2306,002136,安纳达,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:2,240万元至3,359万元,同比上年下降:150.3%至175.43%。",-27995000.0,-162.865,"报告期内,公司钛白粉产品价格受下游市场需求萎靡影响,平均销售价格比上年同期跌幅较大,叠加钛白粉部分原材料价格同比上升影响,公司钛白粉产品毛利率下降显著,导致公司业绩同比下降。",首亏,44529400.0,2025-07-15
2307,002136,安纳达,每股收益,预计2025年1-6月每股收益亏损:0.0972元至0.1458元。,-0.1215,,"报告期内,公司钛白粉产品价格受下游市场需求萎靡影响,平均销售价格比上年同期跌幅较大,叠加钛白粉部分原材料价格同比上升影响,公司钛白粉产品毛利率下降显著,导致公司业绩同比下降。",首亏,0.2103,2025-07-15
2308,002136,安纳达,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润亏损:2,090万元至3,134万元,同比上年下降:146.21%至169.3%。",-26120000.0,-157.755,"报告期内,公司钛白粉产品价格受下游市场需求萎靡影响,平均销售价格比上年同期跌幅较大,叠加钛白粉部分原材料价格同比上升影响,公司钛白粉产品毛利率下降显著,导致公司业绩同比下降。",首亏,45225400.0,2025-07-15
2309,002133,广宇集团,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:7,800万元至11,700万元,同比上年增长:222.52%至283.78%。",97500000.0,253.15,"目前公司利润实现主要取决于项目竣工交付的情况。公司本期交付的锦上云澜项目结转收入和毛利率均较上年同期交付的锦云里和江南锦园等项目高,营业毛利较上年同期增加;同时公司采取了多项降本增效措施,费用支出较上年同期有所节约。受上述因素的综合影响,公司本期归属于上市公司股东的净利润实现扭亏为盈。",扭亏,-63663200.0,2025-07-15
2310,002133,广宇集团,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:8,000万元至12,000万元,同比上年增长:231.04%至296.57%。",100000000.0,263.805,"目前公司利润实现主要取决于项目竣工交付的情况。公司本期交付的锦上云澜项目结转收入和毛利率均较上年同期交付的锦云里和江南锦园等项目高,营业毛利较上年同期增加;同时公司采取了多项降本增效措施,费用支出较上年同期有所节约。受上述因素的综合影响,公司本期归属于上市公司股东的净利润实现扭亏为盈。",扭亏,-61047800.0,2025-07-15
2311,002133,广宇集团,每股收益,预计2025年1-6月每股收益盈利:0.1037元至0.1555元。,0.1296,,"目前公司利润实现主要取决于项目竣工交付的情况。公司本期交付的锦上云澜项目结转收入和毛利率均较上年同期交付的锦云里和江南锦园等项目高,营业毛利较上年同期增加;同时公司采取了多项降本增效措施,费用支出较上年同期有所节约。受上述因素的综合影响,公司本期归属于上市公司股东的净利润实现扭亏为盈。",扭亏,-0.0789,2025-07-15
2312,002131,利欧股份,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:35,000万元至45,000万元。",400000000.0,153.77,"1、2025年上半年,归属于上市公司股东的净利润扭亏为盈的主要原因系公司持有的理想汽车股票确认的公允价值变动以及报告期出售的部分理想汽车股票合计确认的损益金额约为2.07亿元人民币,该因素对归属于上市公司股东的净利润影响金额约为1.55亿元人民币,计入非经常性损益;去年同期该因素对归属于上市公司股东的净利润影响金额为-9.52亿元人民币。2、2025年上半年,面对复杂多变的市场环境,公司机械制造业务板块坚定实施国际国内双循环发展战略,在国际市场深度布局全球产业链,在国内市场加强业务纵深拓展,营收基本保持稳定,彰显出强劲的业务韧性。3、2025年上半年,公司数字营销业务板块持续优化客户结构,进一步加强信用控制体系建设,盈利能力和现金流水平均有明显提升。",扭亏,-743922000.0,2025-07-15
2313,002131,利欧股份,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:13,000万元至18,000万元,同比上年变动:-10.71%至23.64%。",155000000.0,6.465,"1、2025年上半年,归属于上市公司股东的净利润扭亏为盈的主要原因系公司持有的理想汽车股票确认的公允价值变动以及报告期出售的部分理想汽车股票合计确认的损益金额约为2.07亿元人民币,该因素对归属于上市公司股东的净利润影响金额约为1.55亿元人民币,计入非经常性损益;去年同期该因素对归属于上市公司股东的净利润影响金额为-9.52亿元人民币。2、2025年上半年,面对复杂多变的市场环境,公司机械制造业务板块坚定实施国际国内双循环发展战略,在国际市场深度布局全球产业链,在国内市场加强业务纵深拓展,营收基本保持稳定,彰显出强劲的业务韧性。3、2025年上半年,公司数字营销业务板块持续优化客户结构,进一步加强信用控制体系建设,盈利能力和现金流水平均有明显提升。",续盈,145585000.0,2025-07-15
2314,002131,利欧股份,每股收益,预计2025年1-6月每股收益盈利:0.0517元至0.0665元。,0.0591,,"1、2025年上半年,归属于上市公司股东的净利润扭亏为盈的主要原因系公司持有的理想汽车股票确认的公允价值变动以及报告期出售的部分理想汽车股票合计确认的损益金额约为2.07亿元人民币,该因素对归属于上市公司股东的净利润影响金额约为1.55亿元人民币,计入非经常性损益;去年同期该因素对归属于上市公司股东的净利润影响金额为-9.52亿元人民币。2、2025年上半年,面对复杂多变的市场环境,公司机械制造业务板块坚定实施国际国内双循环发展战略,在国际市场深度布局全球产业链,在国内市场加强业务纵深拓展,营收基本保持稳定,彰显出强劲的业务韧性。3、2025年上半年,公司数字营销业务板块持续优化客户结构,进一步加强信用控制体系建设,盈利能力和现金流水平均有明显提升。",扭亏,-0.1099,2025-07-15
2315,002127,南极电商,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:1,200万元至1,800万元,同比上年下降:76.89%至84.6%。",15000000.0,-80.745,"公司预计归属于上市公司股东的净利润以及扣除非经常性损益后的净利润同比下滑,主要系公司自营转型期间短期战略性加大了品牌的推广投入,主要为分众传媒的梯媒合作的费用分摊及投流营销推广,从而导致销售费用同比大幅增加,对短期利润形成一定压力,但较2024年度销售费用占比已收窄,后续随着公司业务规模的增长与费用管控措施的优化,盈利能力有望逐步改善。",预减,77905000.0,2025-07-15
2316,002127,南极电商,每股收益,预计2025年1-6月每股收益盈利:0.0051元至0.0076元。,0.00635,,"公司预计归属于上市公司股东的净利润以及扣除非经常性损益后的净利润同比下滑,主要系公司自营转型期间短期战略性加大了品牌的推广投入,主要为分众传媒的梯媒合作的费用分摊及投流营销推广,从而导致销售费用同比大幅增加,对短期利润形成一定压力,但较2024年度销售费用占比已收窄,后续随着公司业务规模的增长与费用管控措施的优化,盈利能力有望逐步改善。",预减,0.0325,2025-07-15
